park_code,park_name,fee_per_car,fee_per_person,street_address,city,state,zip_code,phone_number,email_address,lat,lng,Weather Summary,num_of_trails,avg_difficulty,avg_rating
home,Homestead National Historical Park,0,0,8523 West State Highway 4,Beatrice,NE,68310,N/A,home_information@nps.gov,40.28802381,-96.83387781,https://forecast.weather.gov/MapClick.php?lat=40.2912&lon=-96.8356#.YKleUHmSmUk,0.0,0.0,0.0
hofu,Hopewell Furnace National Historic Site,0,0,2 Mark Bird Lane,Elverson,PA,19520,N/A,hofu_superintendent@nps.gov,40.20610637,-75.76766355,"Summers are generally humid with daily temps. averaging 83 degrees (F) for a high and 60 degrees (F) for a low. Daily temps. in January average 38 degrees (F) for a high and 20 degrees (F) for a low. Precipitation averages 3-5 inches of rain per month during spring, summer and autumn. During winter conditions can be icy with snow accumulating up to several inches.",0.0,0.0,0.0
hobe,Horseshoe Bend National Military Park,0,0,11288 Horseshoe Bend Road,Daviston,AL,36256,N/A,HOBE_Information@nps.gov,32.97668879,-85.73413589,"Summers can be extremely hot and humid and winters can be damp, wet, and cold, with occasional hard freezes. During the summer season visitors should dress in light, comfortable clothing, wear comfortable shoes and use sunscreen and insect repellant. Stay hydrated to avoid risk of heat cramps, heat exhaustion and heatstroke. A bottle refill station is available in the visitor center. In the spring and fall visitors should have a light jacket available as temperatures can drop suddenly.",0.0,0.0,0.0
hosp,Hot Springs National Park,0.00,0.00,369 Central Avenue,Hot Springs,AR,71901,5016206715,hosp_park_information@nps.gov,34.52414366,-93.06332936,"Average temperatures in Hot Springs can range from about 90°F (32°C) to less than 27°F (-2.7°C). Summer days can be hot and humid, with heat index values up to 110ºF (43ºC). Winter wind chills can make temperatures feel much colder, as low as 15ºF (-9.4ºC). Spring and fall typically have the most rainfall. Generally, Hot Springs experiences mild weather throughout the year.",15.0,2.7333333333333334,3.966666666666667
hove,Hovenweep National Monument,20.00,10.00,Along the border between southeast Utah and southwest Colorado,Cortez,CO,81321,9705624282,hoveinfo@nps.gov,37.39134092,-109.0047977,"Hovenweep is part of the Colorado Plateau, a ""high desert"" region that experiences wide temperature fluctuations, sometimes over 40 degrees in a single day. The temperate (and most popular) seasons are spring (April-May) and fall (mid-September-October), when daytime highs average 60 to 80 F and lows average 30 to 50 F. Summer temperatures often exceed 100 F, making strenuous exercise difficult. Winters are cold, with highs averaging 30 to 50 F, and lows averaging 0 to 20 F.",0.0,0.0,0.0
iatr,Ice Age National Scenic Trail,0,0,8075 Old Sauk Pass Road,Cross Plains,WI,53528,N/A,iatr_administration@nps.gov,43.9895697794,-89.5612021706,"Wisconsin has four distinctly different seasons. Wisconsin's continental climate means this state enjoys a little bit of everything, weather-wise. Summers are generally warm and pleasant, while the area is covered with a thick blanket of white snow in winter.",0.0,0.0,0.0
indu,Indiana Dunes National Park,20.00,15.00,1215 SR-49,Porter,IN,46304,2193951882,indu_communications@nps.gov,41.63765525,-87.09647445,"On average, the warmest month is July and the highest recorded temperature was 105F in 1934. The coolest month is January, with the lowest recorded temperature of -25F in 1985. June sees the most precipitation with an average rainfall of 4.66 Inches.",10.0,2.0,4.2
isro,Isle Royale National Park,0,0,800 East Lakeshore Drive,Houghton,MI,49931,N/A,isro_parkinfo@nps.gov,48.01145819,-88.82780657,"Isle Royale National Park is a remote island wilderness in the middle of Lake Superior. Weather influences traveling to and from the island, as well as your trip once you arrive. For the most up-to-date weather information, call (906) 482-0984 or email isro_parkinfo@nps.gov prior to your trip.",1.0,5.0,4.0
jeca,Jewel Cave National Monument,0,0,11149 U.S. Hwy. 16,Custer,SD,57730,N/A,jeca_interpretation@nps.gov,43.73102945,-103.829994,"Weather in the Black Hills varies significantly throughout the year and may be drastically different from the northern hills to the southern hills. The temperatures listed are for average lows to average highs in the location of Custer, South Dakota. Spring ~ Temp. Range of 29F to 53F / Summer ~ Temp. Range of 54F to 80F / Fall ~ Temp. Range of 33F to 58F / Winter ~ Temp. Range of 14F to 37F The yearly average rain is 19 inches, with May being the wettest month. The yearly average snow is 48 inches.",0.0,0.0,0.0
joda,John Day Fossil Beds National Monument,0,0,32651 Highway 19,Kimberly,OR,97848,N/A,joda_interpretation@nps.gov,44.62566508,-119.8811491,"Weather conditions at John Day Fossil Beds National Monument are highly variable in this semi-arid desert landscape. Summer highs can climb into the 110's. Winters tend to be fairly mild, with occassional snow and ice and lows occasionally dipping into the single digits.",0.0,0.0,0.0
jomu,John Muir National Historic Site,0,0,4202 Alhambra Ave,Martinez,CA,94553,N/A,jomu_general_info@nps.gov,37.9828422,-122.1326097,"The Mediterranean climate of Martinez features hot, dry summers with lower temperatures near 60º F and upper temperatures near 100º F. The heat gives way to cool, rainy winters with lows near 45º F and highs near 75º F. Fall and spring can bring rain and temperatures from 55-80º F. March to April: wet/dry, 60-80º F May to September: very dry, 60-100º+ F October to November: dry/wet, 55-80º F December to February: wet, 45-75º F",0.0,0.0,0.0
jofl,Johnstown Flood National Memorial,0,0,733 Lake Road,South Fork,PA,15956,N/A,Nathan_Koozer@nps.gov,40.34584534,-78.77448601,"Winters can be cold and severe. Spring can be seasonable and wet. Summer can be hot with potentials for thunderstorms. Fall can be seasonal, with cold temperatures into October and November.",0.0,0.0,0.0
jotr,Joshua Tree National Park,30.00,15.00,74485 National Park Drive,Twentynine Palms,CA,92277-3597,7603675500,jotr_info@nps.gov,33.91418525,-115.8398125,"Days are typically clear with less than 25% humidity. Temperatures are most comfortable in the spring and fall, with an average highs around 85°F (29°C) and average lows around 50°F (10°C) respectively. Winter brings cooler days, around 60°F (15°C), and freezing nights. It occasionally snows at higher elevations. Summers are hot, over 100°F (38°C) during the day and not cooling much below 75°F (24°C) at night.",59.0,2.5254237288135593,4.322033898305085
juba,Juan Bautista de Anza National Historic Trail,0,0,"440 Civic Center Plaza, Suite 300",Richmond,CA,94804,N/A,juba_info@nps.gov,33.8743390994,-117.224179857,"The 1,200-mile Anza Trail connects historic, cultural, and recreation sites from Nogales, AZ, to the San Francisco Bay Area that reveal the legacy of our Spanish colonial heritage. To learn more, visit http://www.nps.gov/juba. Each site along the Anza Trail is managed independently. Contact individual sites for hours, directions, and other details.",0.0,0.0,0.0
kaho,Kaloko-Honokōhau National Historical Park,0,0,"Visitor Center, Queen Ka'ahumanu Highway, south of 97 mile marker",Kailua-Kona,HI,96740,N/A,Jon_Jokiel@nps.gov,19.68083237,-156.0306932,"The weather in the park is typically hot and sunny, with temperatures in the upper 80's.",0.0,0.0,0.0
kaww,Katahdin Woods and Waters National Monument,0,0,PO Box 446,Patten,ME,04765,N/A,kaww_info@nps.gov,45.9567565918,-68.7122879028,Northern Maine experiences all four seasons. Summer temperatures range from 45-90F (7-30C). Fall temperatures range from 30-70F (-1-21C). Typically the first frost is in mid-October and first snowfall begins in November and can continue through April with an average accumulation of 73 inches (185 cm). Winter temperatures range from 14-35F (-10 - 2C). Spring temperatures range from 30-70F (-1-21C).,0.0,0.0,0.0
katm,Katmai National Park & Preserve,0,0,1000 Silver Street,King Salmon,AK,99613,N/A,KATM_Visitor_Information@nps.gov,58.62235668,-155.0126574,"Located between the stormy north Pacific Ocean and the even stormier Bering Sea, the Katmai region is often a battleground between weather systems. When you visit, be prepared to encounter all types of weather. On average, wet and cool conditions predominate in spring, summer, and fall. Winters are drier and colder.",0.0,0.0,0.0
kefj,Kenai Fjords National Park,0,0,411 Washington Street,Seward,AK,99664,N/A,kefjinformation@nps.gov,59.81804414,-150.106502,"The weather Kenai Fjords is difficult to predict and can change rapidly. The area generally enjoys a relatively temperate maritime climate, primarily due to the influence of the Japanese current that flows through the Gulf of Alaska. Summer daytime temperatures range from the mid 40s to the low 70s (Fahrenheit). Overcast and cool rainy days are frequent. Winter temperatures can range from the low 30s to -20.",2.0,3.0,4.75
keaq,Kenilworth Park & Aquatic Gardens,0,0,1550 Anacostia Ave. NE,Washington,DC,20019,N/A,nace_superintendent@nps.gov,38.9128,-76.9434,"June-September expect warm and humid weather. Average high temperatures are in the 80s, though often in the low 90s. On humid days, showers and thunderstorms often build in the late afternoon. July and August are the warmest months. The coldest month is January, with average daytime highs in the low 40s and overnight lows in the upper 20s.",0.0,0.0,0.0
kemo,Kennesaw Mountain National Battlefield Park,0,0,900 Kennesaw Mountain Dr,Kennesaw,GA,30152,N/A,kemo_administration@nps.gov,33.95370717,-84.59214186,"Before you start your trip to the mountain, check the local weather forecast to be sure that you will have a dry time. Though we are located north of Atlanta, we're still have the same hot summers and mild winters as our neighbors. The mountain top generally ranges 8-10 degrees cooler than at the base. In fall and winter, be prepared with a light weight jacket on hand. After planning your activities, check back to see what the weather will have in store for your day.",0.0,0.0,0.0
kewe,Keweenaw National Historical Park,0,0,25970 Red Jacket Road,Calumet,MI,49913,N/A,kewe_information@nps.gov,47.1792308,-88.52275344,"Summer: Keweenaw summers are usually mild, with average highs in the 70s, but can reach into the 80s and 90s. Nighttime temperatures are typically cool, but can also dip into the 40s or stay in the 70s. Summer months are dry, with occasional rain or severe thunderstorms. Winter: Again influenced by Lake Superior, winter temperatures are mild with highs in the 20s. Cold spells can occur with subzero temperatures. Lake effect snow is common, and 300 inches of snow can fall in a season.",0.0,0.0,0.0
klgo,Klondike Gold Rush National Historical Park,0,0,Klondike Gold Rush National Historical Park,Skagway,AK,99840,N/A,klgo_information@nps.gov,59.61042373,-135.2618535,Skagway has a highly variable climate with frequent rain and high winds. Average temperatures May through September range from 47 F to 60 F. Average temperatures October through April range from 28 F to 38 F.,0.0,0.0,0.0
knri,Knife River Indian Villages National Historic Site,0,0,564 County Road 37,Stanton,ND,58571,N/A,KNRI_Information@nps.gov,47.3540219,-101.3860533,"Summers are warm and sunny with temperatures occasionally reaching 100 degrees F and frequent afternoon thunderstorms. Winters are invigorating, with extremely cold temperatures as low as -35 degrees F. High winds and sunny skies are common in winter. Snow is sporadic in the relatively dry climate, but blizzards are common.",0.0,0.0,0.0
kova,Kobuk Valley National Park,0,0,171 3rd Ave,Kotzebue,AK,99752,N/A,wear_webmail@nps.gov,67.35631336,-159.2002293,"Snow, rain, and freezing temperatures can occur any time of the year. Always travel with good quality rain gear and warm layers. Be especially careful to stay dry. Hypothermia can set in on a windy, wet day, even when it doesn't feel that cold.",0.0,0.0,0.0
lyba,LBJ Memorial Grove on the Potomac,0,0,Lyndon Baines Johnson Memorial Grove,Washington,DC,,N/A,gwmp_superintendent@nps.gov,38.87858036,-77.05145832,"Summers in the park are generally hot and humid, with daytime highs frequently above 90 degrees Fahrenheit and scattered afternoon thunderstorms. Please carry water while participating in physical activity and be prepared to take shelter from lightning. Winters in the park are generally cold, with nighttime lows frequently near freezing and occasional snowfall. Please be alert for snowplows and icy spots on roadways. Weather during spring and fall is generally moderate, but can change quickly.",0.0,0.0,0.0
lacl,Lake Clark National Park & Preserve,0,0,1 Park Place,Port Alsworth,AK,99653,N/A,lacl_visitor_information@nps.gov,60.57405857,-153.55535,"Lake Clark has two distinct climate areas: the coast and the interior. The coast is wetter and experiences milder temperatures. The interior gets half to one fourth as much precipitation, but temperatures are hotter in summer and colder in winter. Frost and snow can occur any time parkwide, but are most common from September to early June. Lakes here typically begins freezing in November and melting in April. Ice conditions dictate whether planes need floats or skis to land on lakes.",0.0,0.0,0.0
lake,Lake Mead National Recreation Area,25.00,15.00,Lake Mead Visitor Center,Boulder City,NV,89005,7022938990,LAKE_information@nps.gov,35.96622528,-114.3469067,"Spring (April, May and June): Daytime highs 80 °F to 98 °F. Nighttime lows 50 °F to 66 °F Summer* (July, August and September): Daytime highs 89 °F to 103 °F (It can get up to 117 °F.) Fall (October, November and December): Daytime highs 59 °F to 83 °F. Nighttime lows 32 °F to 50 °F. Winter (January, February and March) Daytime highs 57 °F to 69 °F. Nighttime lows 30 °F to 40 °F. *Summer can be a dangerous time due to excessive heat. Some trails are closed for public safety.",0.0,0.0,0.0
lamr,Lake Meredith National Recreation Area,0,0,419 E. Broadway,Fritch,TX,79036,N/A,lamr_interpretation@nps.gov,35.61926203,-101.6820066,"This area of the Texas Panhandle has a wide variety of weather conditions throughout the year. Winters are cold and windy, with summers being hot and dry. It is usually a good idea to check the weather report and dress accordingly.",0.0,0.0,0.0
laro,Lake Roosevelt National Recreation Area,8.00,23.00,Lake Roosevelt National Recreation Area,Coulee Dam,WA,99116,509-754-7800,laro_web_master@nps.gov,48.17148735,-118.3513713,"Lake Roosevelt is generally a cool or cold place from fall through spring with overcast skies. In the summer, the skies clear and present warm to hot days.",0.0,0.0,0.0
lavo,Lassen Volcanic National Park,10.00,25.00,38050 Highway 36 East,Mineral,CA,96063,5305954480,lavo_information@nps.gov,40.49354575,-121.4075993,"Weather at Lassen can vary dramatically throughout the year. Average January temperatures are a high of 40.4 °F (4.7 °C) and a low of 20.8 °F (-6.2 °C). Average July temperatures are a high of 88.4 °F and a low of 49.8 °F. Temperatures reach 90 °F or higher on an average of 36.9 days, and drop to 32 ° or lower on an average of 164 days days annually.",32.0,2.6875,4.390625
labe,Lava Beds National Monument,25.00,20.00,1 Indian Well HQ,Tulelake,CA,96134,5306678113,LABE_Information@nps.gov,41.75915823,-121.5172189,"Park elevations range from 4,000 to 5,700 feet. Cold weather is possible any time of year, and snow has been recorded in all months. Winter day­time highs average 40°F; lows average 20°F. Morning fog is frequent from autumn through spring. Summer daytime highs average 75° to 80°F; lows average 50°F. Occasional thunderstorms occur in summer.",0.0,0.0,0.0
lecl,Lewis & Clark National Historic Trail,0,0,601 Riverfront Dr.,Omaha,NE,68102,N/A,lecl_information@nps.gov,41.2646141052,-95.9245147705,"In winter, watch for ice on trails and sidewalks. In summer, make sure to drink plenty of water and wear sunscreen on hot days. Keep in mind the Trail covers 16 states, use www.weather.gov to look up the specific area you plan to visit.",0.0,0.0,0.0
lewi,Lewis and Clark National Historical Park,0,0,Lewis and Clark National Historical Park,Astoria,OR,97103,N/A,LEWI_information@nps.gov,46.21178735,-123.9638583,"We see an average of 70 inches of rain a year and we are the foggiest location in the Lower 48 states. Summer months are usually nice with days ranging from 55-70 degrees. Winters are wet and mild, usually 40-55 degrees. During the 106 days the Lewis and Clark Expedition wintered at Fort Clatsop in 1806 it rained all but 12 days and they saw the sun 6 times. While we are usually not so dreary make sure to prepare for rain or shine.",0.0,0.0,0.0
libo,Lincoln Boyhood National Memorial,0,0,3027 East South Street,Lincoln City,IN,47552,N/A,LIBO_superintendent@nps.gov,38.11817004,-86.99656861,"Southern Indiana has a moderate climate, characterized by warm, yet moist conditions. Summers are usually warm, and winters cool. Much of the area's average 46 inches of precipitation falls in spring, the rainiest season.",0.0,0.0,0.0
liri,Little River Canyon National Preserve,0,0,4322 Little River Trail NE Ste 100,Fort Payne,AL,35967,N/A,liri_information@nps.gov,34.41461863,-85.61734327,"The weather in Fort Payne, Alabama is mild. The average temperature in the winter is in the 50's. The average summer temperature is in the high 80's with high humidity. We receive about 55 inches of rain each year. Snowfall varies, but only lasts a few days per event.",0.0,0.0,0.0
lode,Lower Delaware National Wild and Scenic River,0,0,NPS Wild & Scenic Rivers,Philadelphia,PA,19107,N/A,sarah_bursky@nps.gov,40.4000389,-74.983737,Spring: Temperatures usually range from lows of 26 F to highs of 80 F with average rainfall of 5 inches. Summer: Temperatures usually range from lows of 55 F to highs of 85 F with average rainfall of 4 inches. Fall: Temperatures usually range from lows of 30 F to highs of 83F. Fall foliage is at its peak sometime in October as daily mountain temperatures vary frequently and influence the change. Winter: Temperatures usually range from lows of 15 F to highs of 49 F.,0.0,0.0,0.0
maca,Mammoth Cave National Park,0,0,1 Visitor Center Parkway,Mammoth Cave,KY,42259-0007,N/A,maca_information@nps.gov,37.19760458,-86.13090198,"Kentucky has a moderate climate with warm, yet moist conditions. Summers average in the high 80s; winters average in the low 40s. Southern Kentucky, where Mammoth Cave is located, receives the highest average precipitation for the state, about 50 inches per year, mostly in spring. Winter can bring mild to moderate snow and ice. Storms happen year-round, and can include tornadoes and flooding in low-lying areas, but severe weather is infrequent. The temperature deep in the cave is a constant 54°F (12°C).",21.0,1.8571428571428572,3.9047619047619047
mana,Manassas National Battlefield Park,0,0,6511 Sudley Road,Manassas,VA,20109,N/A,manassas_battlefield@nps.gov,38.81710063,-77.5353468,"Spring: Mild weather, with average low/high temperatures from 33 F to 75 F. Variable rainfall, with May being the wettest month of the year on average. Summer: Warm and humid weather, with average temperatures from 61 F to 88 F. Variable rainfall, with occasional downpours during storms. Fall: Mild weather, with average temperatures from 35 F to 79 F. Variable rainfall. Winter: Mild to cool weather, with average temperatures from 24 F to 47 F. Annual snowfall averages about 22 inches.",0.0,0.0,0.0
mabi,Marsh - Billings - Rockefeller National Historical Park,0,0,Billings Farm & Museum Parking Lot,Woodstock,VT,05091,N/A,mabi_visitorservices@nps.gov,43.63348732,-72.53424638,"The weather in Vermont is dramatic and varied depending on location, terrain, distance from a body of water like Lake Champlain, and elevation and can change from year to year. In the Woodstock area, summer daily high temperatures range between 60 to 80 degrees, with some days reaching into the 90s. Winter is Vermont's longest season and temps in winter vary more than those in summer. Common to experience freezing temperatures from Nov to March, many sub-zero days, seasonal snowfall averages 80 inches.",0.0,0.0,0.0
meve,Mesa Verde National Park,30.00,15.00,Mile .7 Headquarters Loop Road,Mesa Verde National Park,CO,81330,970-529-4465,meve_general_information@nps.gov,37.23908345,-108.4624032,"Spring: Temps range from 40 F to 70 F, but snowstorms can occur as late as May. Summer: Temps can reach well into the 90s F. Thunderstorms are common in July and August. Be prepared to bring and DRINK plenty of water. Fall: Temps can range from 50 F to 75 F. Snowstorms can occur as early as October. Winter: Temps can range from the teens to low 30s F. Icy roads are common. Snow tires, all-wheel drive, or chains, may be required. Be prepared with water, snacks, and layers of warm clothing.",17.0,1.7058823529411764,4.205882352941177
mima,Minute Man National Historical Park,0,0,Minute Man Visitor Center,Lincoln,MA,01773,N/A,mima_info@nps.gov,42.4562778,-71.30738884,"New England weather can be quite unpredictable, so check the regional weather forecasts before you plan your trip. Winters can range in temperature from 20 - 50 degrees Fahrenheit. Summers are quite humid and range in temperature from 60 - 90 degrees Fahrenheit. Beware of ticks as they can be active year round.",0.0,0.0,0.0
miss,Mississippi National River and Recreation Area,0,0,120 W. Kellogg Blvd.,Saint Paul,MN,55101,N/A,miss_info@nps.gov,44.942487,-93.098712,"Minnesota has a continental climate characterized by cold winters and warm summers. Spring brings moderate temperatures and low humidity. Summer days may reach temperatures of more than 100°F (38°C), but are usually pleasant with temperatures in the low to mid-80°F (25-30°C). Autumn brings dry, warm days, cool nights and gorgeous fall colors. Winter daytime highs are around 25°F (-3°C). Rarely, winter daytime high temperatures may not get above -10°F (-23°C), sometimes with strong winds.",0.0,0.0,0.0
mnrr,Missouri National Recreational River,0,0,508 East 2nd Street,Yankton,SD,57078,N/A,dugan_smith@nps.gov,42.7882189,-97.59077822,"Rapid weather changes are common along the Missouri National Recreational River corridor. Variations from season to season and from year to year are great. Characteristics of the climate are hot summers and cold winters. Sunshine is abundant, particularly in the summer months. Average annual rainfall is 25 inches. Thunderstorms can be dangerous and visitors should be prepared for them, especially from June until late August. Winter snowfall averages 34 inches annually.",0.0,0.0,0.0
moja,Mojave National Preserve,0,0,90942 Kelso Cima Road,Kelso,CA,92309,N/A,MOJA_Superintendent@nps.gov,35.12485941,-115.5168258,"Mojave Desert experiences change with the seasons. In winter, freezing temperatures and strong winds can be expected, with rain and snow in the mountains. With enough moisture, spring wildflowers may carpet the desert floor with vivid colors. Summers are hot, and temperatures above 100 degrees Fahrenheit are typical. In summer, adventurers head for the higher elevations such as Mid-Hills and the New York Mountains. The cooler temperatures of fall mark hunting season.",0.0,0.0,0.0
mono,Monocacy National Battlefield,0,0,5201 Urbana Pike,Frederick,MD,21704,N/A,mono_mail@nps.gov,39.36084236,-77.39637677,Spring (March - May) Temperatures: Average high is 67 degrees with a low of 53 degrees Summer (June - August) Temperatures: Average high is 87 degrees with a low of 65 degrees Fall (September - November) Temperatures: Average high is 68 degrees with a low of 48 degrees Winter (December - February) Temperatures: Average high is 45 degrees with a low of 27 degrees (Source: www.usclimatedata.com),0.0,0.0,0.0
moca,Montezuma Castle National Monument,10.00,0.00,2800 Montezuma Castle Road,Camp Verde,AZ,86322,9285673322,Paul_Santellan@nps.gov,34.62237771,-111.8147857,"Summer: Hot. Temperatures range from 95°F (35°C) to 115°F (46°C). Nighttime temperatures can be much cooler, around 70°F (21°C). From late June through early August, heavy rains called monsoons are common in the afternoons. Winter: Cool. Highs average around 55°F (13°C); lows may be in the teens (-10°C). Snow is rare, but possible. For detailed information, visit the National Weather Service: http://forecast.weather.gov/MapClick.php?lat=34.61151944900047&lon=-111.8389592099997#.Vi_FZX6rSUk",0.0,0.0,0.0
mopi,Mormon Pioneer National Historic Trail,0,0,National Trails Office Regions 6|7|8,Santa Fe,NM,87505,N/A,ntir_information@nps.gov,41.2650321741,-101.84083756,"Due to the length of the Mormon Pioneer National Historic Trail, be sure to consult local weather sources for the region you'll be visiting. Check out the forecast with the National Weather Service and search for the area you'd like to visit: weather.gov",0.0,0.0,0.0
morr,Morristown National Historical Park,0,0,30 Washington Place,Morristown,NJ,07960,N/A,morr_interpretation@nps.gov,40.7650755,-74.53455122,"Weather in this part of New Jersey is typical of the mid-Atlantic region--a humid continental climate with hot, humid summers and moderately cold winters.",0.0,0.0,0.0
mora,Mount Rainier National Park,30.00,25.00,55210 238th Avenue East,Ashford,WA,98304,3605692211,morainfo@nps.gov,46.86075416,-121.7043885,"Weather patterns at Mount Rainier are strongly influenced by the Pacific Ocean and elevation. The climate is generally cool and rainy, with summer highs in the 60s and 70s. While July and August are the sunniest months of the year, rain is very likely in spring, fall, and winter. Visitors should be aware that mountain weather is very changeable. In the higher elevations, like Paradise, winter can last from November to May with many feet of snow on the ground.",106.0,3.0943396226415096,4.452830188679245
muwo,Muir Woods National Monument,0,0,Muir Woods National Monument,Mill Valley,CA,94941,N/A,goga_muwo_socialmedia@nps.gov,37.89658027,-122.5808047,"The coast redwood forest is cool most times of the year with temperatures ranging from 40 - 70 degrees F or 4 - 21 degrees C. From late October to early May expect rain. Summer months (June-August) can be warmer but it is generally cool and dry. Expect heavy fog in the morning, burning off in the afternoon. Some say fall (August-October) is the best weather of the year. But, don't let the weather stop you from having fun. If you're dressed for the elements and wearing sturdy shoes, you will enjoy your walk.",0.0,0.0,0.0
natt,Natchez Trace National Scenic Trail,0,0,2680 Natchez Trace Parkway,Tupelo,MS,38804,N/A,natr_interpretation@nps.gov,34.330290333,-88.7100104094,"Mississippi, Alabama, and most of Tennessee are classified as humid subtropical climates. The weather ranges from mild winters to hot summers. Average high temperatures reach into the high 80's in summer, and into the high 40's in winter. Thunderstorms are common in Mississippi, especially in the southern part of the state, and from June through November, the state is occasionally affected by hurricanes moving north from the Gulf of Mexico. Check local forecasts to plan your trip.",0.0,0.0,0.0
natr,Natchez Trace Parkway,0,0,2680 Natchez Trace Parkway,Tupelo,MS,38804,N/A,natr_interpretation@nps.gov,33.78002293,-89.03092439,"Mississippi, Alabama, and most of Tennessee are classified as humid subtropical climates. The weather ranges from mild winters to hot summers. Average high temperatures reach into the high 80's in summer, and into the high 40's in winter. Thunderstorms are common in Mississippi, especially in the southern part of the state, and from June through November, the state is occasionally affected by hurricanes moving north from the Gulf of Mexico. Check local forecasts to plan your trip.",0.0,0.0,0.0
npsa,National Park of American Samoa,0,0,National Park of American Samoa,Pago Pago,AS,96799,N/A,npsa_info@nps.gov,-14.22865935,-169.8503777,"American Samoa is in the South Pacific Ocean, between the Equator and the Tropic of Capricorn. A tropical climate prevails with warm or hot temperatures year-round and high humidity. Rain showers are frequent and can last only for a few minutes or all-day. The average annual rainfall is 125-inches in the dryer areas to as much as 300-inches in the highest mountains. Tropical storms are more prevalent during the long, wet summer season (October -May) and a slightly cooler and drier season (June-September)",0.0,0.0,0.0
npnh,National Parks of New York Harbor,0,0,26 Wall Street,New York,NY,10007,N/A,Suzanne_McCarthy@nps.gov,40.6632,-74.0451,Check out the weather here for New York City,0.0,0.0,0.0
nabr,Natural Bridges National Monument,20.00,10.00,At the end of UT-275,Lake Powell,UT,84533,4356921234,nabrinfo@nps.gov,37.6045329,-110.0022436,"Natural Bridges is part of the Colorado Plateau, a ""high desert"" region that experiences wide temperature fluctuations, sometimes over 40 degrees in a single day. The temperate (and most popular) seasons are spring (April-May) and fall (mid-September-October), when daytime highs average 60 to 80 F and lows average 30 to 50 F. Summer temperatures often exceed 100 F, making strenuous exercise difficult. Winters are cold, with highs averaging 30 to 50 F, and lows averaging 0 to 20 F.",0.0,0.0,0.0
nava,Navajo National Monument,0,0,End of AZ Highway 564,Shonto,AZ,86054,N/A,Lloyd_Masayumptewa@nps.gov,36.71755643,-110.5504015,"Check weather updates at NOAA.gov and enter city Betatakin, and State, Arizona.",0.0,0.0,0.0
neen,New England National Scenic Trail,0,0,New England Trail,Springfield,MA,01105,N/A,net@nps.gov,42.2915819137,-72.5242767334,"Temperatures range from warm, humid summer days to cold New England winter days.",0.0,0.0,0.0
neri,New River Gorge National Park and Preserve,0,0,104 Main Street,Glen Jean,WV,25846,N/A,neri_interpretation@nps.gov,37.86878554,-80.99956002,"Weather in the Appalachian Mountains can be unpredictable and can change quickly. Always be prepared for the possibility of sudden storms. Weather in the mountains is often cooler and wetter than the surrounding area. On average, the warmest month is July. The maximum average precipitation also occurs in July.",0.0,0.0,0.0
nepe,Nez Perce National Historical Park,0,0,Nez Perce National Historical Park,Lapwai,ID,83540-9715,N/A,nepe_superintendent@nps.gov,46.07019093,-115.8761258,"Elevations in the Park range from 700 feet above sea level to over 8,000, providing a wide range of climatic conditions, that follow the four seasons. Be prepared for very warm weather in the summer months, in particular in the river valleys. The spring and fall are moderate and comfortable. Winter conditions can be severe in the higher elevations, with snow and ice making travel difficult and dangerous. Please visit the National Weather Service for comprehensive weather information.",0.0,0.0,0.0
niob,Niobrara National Scenic River,0,0,214 W US Highway 20,Valentine,NE,69201,N/A,niobrara_nsr@nps.gov,42.79413083,-99.91870646,"Summer (June-August): highs - low 80s to low 100s; lows - 50s to 60s, with occasional thunderstorms and associated strong winds. Moderate dry winds are common in the summer. 8.3"" is average summer rainfall. Winter (November-April): Average highs 20-30s, average lows 0-10s with 5.5""/month average snowfall. Spring (April/May) and Fall (September/October) have cooler temperatures: average highs 60-70s, average lows 30-40s with 7.3"" average rain/snowfall.",0.0,0.0,0.0
noat,Noatak National Preserve,0,0,171 3rd Ave,Kotzebue,AK,99752,N/A,wear_webmail@nps.gov,68.01027053,-159.831694,"Snow, rain, and freezing temperatures can occur any time of the year. Always travel with good quality rain gear and warm layers. Be especially careful to stay dry. Hypothermia can set in on a windy, wet day, even when it doesn't feel that cold.",0.0,0.0,0.0
noca,North Cascades National Park,0,0,810 State Route 20,Sedro-Woolley,WA,98284,N/A,noca_information@nps.gov,48.71171756,-121.2069423,The best weather for visiting the North Cascades generally occurs between mid-June and late-September. Summer daytime temperatures average in the 70's F. Snow is off most trails by mid-July. Autumn and Spring are popular for color and wildlife. Storms are common: always be prepared for a few days of rain and wind. The east side of the Cascade Mountains (Lake Chelan National Recreation Area) is drier and warmer in the summer than the west side. Summer temperatures at Stehekin reach the 90's F.,10.0,3.8,4.45
noco,North Country National Scenic Trail,0,0,"318 East Main Street, Suite K",Lowell,MI,49331,N/A,NOCO_Administration@nps.gov,46.334400743,-90.8165630499,"With the trail going through over 4,600 miles through seven states from the Northeast to the Great Plains, weather along the trail can be highly variable. You could be subject to any kind of weather or temperature related emergency depending on your location and the season. Be careful to protect yourself from heat-related illnesses and hypothermia while out on the trail. Be mindful of lightning, severe storms, and other environmental hazards common to the “North Country.”",0.0,0.0,0.0
